u_mag,g_mag,r_mag,i_mag,z_mag,ra,dec
18.608753,17.636189,17.34758,17.214794,17.148155,180.6615987,23.66562236
16.774338,15.686678,15.344183,15.216086,15.191209,180.4970566,23.50426965
20.196735,19.326111,18.955065,18.831043,18.696396,180.5122521,23.62868511
20.91996,19.974133,19.65653,19.5755,19.468338,180.5178213,23.61746893
20.399832,18.45788,17.639761,17.288237,17.144291,180.6738372,23.66020744
19.06645,19.120501,18.877054,18.937431,19.026892,181.0185034,23.60055459
20.479351,17.943846,16.628145,16.058365,15.7125,180.5422965,23.64570501
19.697418,18.795824,18.477594,18.358297,18.348471,181.0173061,23.24425502
20.987759,18.915791,18.096582,17.801697,17.597601,180.6406853,23.68482454
20.440489,18.465034,17.500559,17.081419,16.804342,180.6627838,23.59708564
20.463474,19.557953,19.278376,19.202602,19.20998,181.0209678,23.22205188
18.092787,16.664579,16.202448,16.059334,15.943486,180.5049951,21.23540113
20.917318,18.518229,17.44381,16.990419,16.785685,180.6362312,21.31739448
20.673914,17.937233,16.52784,15.728802,15.318576,180.6498937,21.33729917
20.067984,19.945141,20.059322,19.679707,19.791328,180.4986645,23.6784795
20.405012,19.520782,19.248154,19.148138,19.238005,180.6585467,21.31653714
19.951405,18.815582,18.475523,18.362276,18.340441,180.6755752,21.3552875
20.639122,19.273056,18.672474,18.407888,18.264093,180.6811992,21.22907301
20.719284,19.85895,19.593775,19.49081,19.283018,180.4988503,23.60435607
18.893034,18.03063,17.764278,17.643938,17.663465,180.6279417,21.67729015
18.983599,18.081686,17.811758,17.709259,17.611698,180.5096251,21.22376265
18.168812,17.114334,16.718006,16.560034,16.448923,180.5119615,21.28287424
18.524218,17.453079,17.047926,16.898064,16.882639,180.6307391,21.21259936
18.125153,17.026077,16.672632,16.569952,16.550825,180.6835627,21.62643599
20.452019,19.480938,19.136852,19.047348,18.979038,180.5142074,21.29631238
20.623476,20.49534,20.338951,20.15638,20.038271,180.5393591,21.25934154
19.689039,18.727425,18.422972,18.35467,18.325016,180.546744,21.22666251
19.55015,18.60832,18.366564,18.290398,18.241875,180.5045035,21.70291266
19.814579,18.797682,18.477264,18.347284,18.362902,180.550488,21.75016543
20.541946,18.985657,18.333744,18.023708,17.873201,180.6328828,21.70982268
18.521965,17.219299,16.74172,16.54578,16.512754,180.6475052,21.61412592
20.099802,19.214315,18.912142,18.808493,18.877901,180.6870387,21.25943198
17.414089,16.521666,16.36409,16.224194,16.241415,180.6465353,21.6826316
17.115108,16.085918,15.672618,15.505804,15.485493,180.2756769,21.32208383
17.864225,16.892126,16.55822,16.51062,16.469183,180.5340607,21.63704608
17.817909,16.608076,16.156647,16.069063,16.010229,180.5396575,21.62816167
19.686634,18.723026,18.386282,18.287188,18.263906,180.5439827,21.65991621
18.074203,16.866966,16.445305,16.292744,16.239054,180.6562855,21.60505975
19.766958,18.49225,18.066673,17.814445,17.787724,180.6429639,21.67094848
19.899912,18.619001,18.132853,17.884935,17.811308,180.6459442,21.65323441
20.331869,20.288868,20.160917,19.955013,19.796352,180.6451248,21.72578012
18.486879,17.544933,17.316526,17.210445,17.144386,181.0185456,21.71615246
20.444895,19.271233,18.777126,18.552687,18.468925,181.026308,21.79812231
19.564339,18.270681,17.755173,17.514839,17.353756,181.0303529,21.71238997
17.119385,15.810658,15.368472,15.182673,15.093947,180.6510253,21.80953167
17.092052,15.874879,15.437614,15.231255,15.190532,180.6606132,21.70286055
20.734091,18.612389,17.253788,16.567909,16.146105,181.0348596,21.66611167
20.466415,19.647856,19.387064,19.293409,19.264551,181.0376178,21.80538717
19.684383,18.754358,18.439362,18.264,18.218296,181.0174528,21.21462288
20.842243,18.349133,17.196177,16.724209,16.46265,181.0268861,21.31363
19.464905,17.611917,16.886623,16.546928,16.380531,181.0300272,21.2956668
20.541935,19.612751,19.372755,19.225195,19.097372,181.0371695,21.28916451
19.396748,18.421921,18.147203,18.056076,17.978567,180.6636386,22.07444189
18.794785,17.904936,17.608028,17.520737,17.467201,180.6416214,23.5546361
20.879654,19.927193,19.636848,19.486856,19.504225,180.2700206,22.74241359
20.277998,18.231964,17.332058,17.051901,16.877232,180.525831,22.10800145
20.278044,19.309324,19.105169,18.995209,18.989847,180.6691813,22.02947137
20.610682,19.65624,19.36293,19.314133,19.229635,180.6761665,22.20058667
19.997257,18.661423,18.031485,17.816427,17.662201,180.2689749,22.17489821
18.978218,17.986988,17.54882,17.492285,17.382677,180.5040629,22.01898824
20.142365,19.193691,18.85647,18.717091,18.71266,181.0221471,22.14052018
20.458076,19.743494,19.562815,19.497353,19.211811,181.0300597,22.23973878
17.947365,16.516617,15.976521,15.83944,15.765342,180.5162334,22.10587761
20.019758,19.792063,19.773998,19.525814,19.52286,181.0347034,22.1525386
18.973782,17.524548,16.997955,16.820391,16.791939,180.5443026,22.1909912
20.285244,18.981478,18.450161,18.3487,18.320391,180.522271,22.02576437
20.405529,19.432304,19.111431,19.121586,19.148035,180.5303934,22.10050848
18.73011,17.846722,17.543343,17.397594,17.47245,180.5545699,22.64542552
19.751644,18.440512,17.916414,17.741707,17.628212,180.6546687,22.19947401
19.900743,19.017868,18.67355,18.612221,18.60074,180.5557278,22.13946943
20.888317,19.739441,19.364023,19.245098,19.143875,180.5560383,22.17706762
18.002785,16.365902,15.786345,15.595045,15.514618,180.6344782,22.16942667
19.224583,17.094206,16.168766,15.862856,15.655437,180.6453105,22.09779664
18.954706,18.143581,17.879122,17.814861,17.748295,180.65032,22.12130662
18.793123,17.84277,17.556133,17.48081,17.444019,180.6362253,22.56899543
20.42388,17.841579,16.768772,16.387228,16.154583,180.4986681,22.4795804
20.356619,18.446018,17.727327,17.48818,17.342604,180.4992211,22.49314379
19.233637,17.536663,16.902351,16.64332,16.518309,181.0236454,22.55340358
20.04949,18.909121,18.581312,18.44356,18.40377,180.5204454,22.44479176
20.424608,19.554199,19.296448,19.194046,19.268587,180.5238793,22.51104908
20.511208,18.690807,17.956472,17.657457,17.581343,180.545967,22.47345945
20.220993,18.256161,17.441858,17.193729,17.071257,180.5460356,22.51011617
18.976114,17.489491,16.820509,16.618902,16.459938,180.6494338,22.60941536
19.053394,17.670918,16.970749,16.672783,16.527376,181.0410505,22.73994647
19.970945,17.755219,16.905535,16.632975,16.521307,180.6873992,22.53776728
20.307728,19.20858,18.936743,18.823597,18.836618,181.0381885,22.53736882
19.994728,17.419989,16.116219,15.585355,15.422882,180.2759986,22.09098519
18.921167,17.818983,17.362755,17.261562,17.201672,180.6561502,22.62303303
20.718756,18.878378,18.166752,17.90641,17.792299,180.5121353,23.00827262
18.717247,17.6576,17.104244,16.9492,16.886913,180.6492847,23.06570196
19.716152,19.546228,19.313004,19.423092,19.377132,180.5253476,22.85812241
20.977114,18.698429,17.316053,15.86391,15.072869,180.6478223,22.48006216
20.463028,19.478218,19.091505,18.992609,18.974459,180.6684416,22.61036517
20.707228,19.637226,19.311512,19.187681,19.116459,180.2641746,22.60897199
20.033611,19.464975,19.260429,19.272829,19.319019,180.6785096,22.59826868
20.57896,19.719255,19.42655,19.308323,19.26622,180.5354732,22.93711672
17.404568,16.141809,15.715812,15.575896,15.593845,180.5145594,23.04567137
20.621712,19.428225,18.959467,18.740824,18.715189,180.5506785,23.04524216
20.58868,19.729498,19.427629,19.313217,19.389193,180.6353707,22.99612783
20.813927,19.354092,18.642437,18.419334,18.350468,180.6347679,23.03759299
20.672251,18.203604,16.929707,16.282177,15.974938,181.0406427,22.91003515
20.667753,19.044386,18.280731,17.997234,17.917299,180.5365631,22.89606974
18.900404,17.686047,17.262894,17.071949,17.068371,180.5406308,22.96741656
19.265062,18.08955,17.914673,17.83116,17.871386,180.5520834,22.89364359
18.818031,17.775068,17.349146,17.201082,17.176588,180.6875828,23.41510427
20.754099,20.604671,20.471481,20.120024,19.977211,180.6674575,22.87549326
17.787642,16.108002,15.471471,15.292005,15.181104,180.2836612,23.0324101
20.862722,18.468182,17.033852,16.233494,15.774293,180.2834644,23.32589466
18.331728,16.788233,16.160194,15.919724,15.785551,180.645383,22.86534824
19.873404,17.364197,15.955632,15.443505,15.139059,180.2847496,23.46877935
19.776083,18.872458,18.442581,18.306391,18.211943,180.6803925,23.01087222
19.802967,18.031687,17.263632,17.006409,16.917824,180.6400742,23.02270278
20.830778,19.926773,19.303579,19.050804,18.995201,180.6468404,23.05727894
17.854559,16.300789,15.679177,15.475748,15.416999,180.6582536,23.36188277
20.829456,19.981888,19.685892,19.587502,19.463217,180.6787374,23.32520142
19.925268,19.003719,18.529352,18.373241,18.383429,180.6491361,23.04756356
19.163538,17.081938,16.304688,16.023882,15.8868,180.6336759,23.88461106
19.525126,18.421787,17.982943,17.826317,17.798784,180.6694278,23.76066488
20.106953,19.173563,18.794542,18.612257,18.528591,180.6410174,23.85488693
20.519651,18.936075,18.250364,18.009361,17.83733,180.6593296,24.26748217
18.242167,16.532354,15.874045,15.587934,15.589222,180.4969999,23.87238088
17.193651,15.915399,15.445018,15.299821,15.267406,180.518004,23.73075063
19.117228,17.496344,16.80295,16.490215,16.42098,180.5400164,23.83665949
19.569641,16.939026,15.85897,15.42115,15.211153,180.6824992,23.8042843
20.391483,18.977144,18.425087,18.204414,18.124033,180.6330055,23.83683755
19.078815,17.108973,16.32073,15.982552,15.895836,180.5466977,23.77489493
19.011442,17.978302,17.636316,17.528288,17.498089,180.4980567,24.21415219
20.720402,19.845333,19.526548,19.420826,19.386868,180.5061975,23.8211453
19.195507,17.505228,16.814255,16.53396,16.382704,180.5020632,24.16862737
19.286514,18.165337,17.788197,17.661184,17.58132,180.5200887,24.23004159
20.772478,18.270176,17.13946,16.702765,16.459629,180.5034842,24.10464999
20.985882,18.50667,17.246798,16.730347,16.431656,180.5358588,23.76635034
20.813255,19.56319,19.214437,19.010113,18.896988,180.5403202,24.28411184
18.611565,17.504293,17.068161,16.874031,16.783766,180.6659998,24.28826224
20.579443,19.635572,19.336329,19.222046,19.264763,180.6847396,24.24095506
19.043182,18.139328,17.861771,17.73708,17.685326,180.6717591,24.16691073
19.940792,18.010357,17.301384,16.991299,16.851526,181.0190554,24.16530113
20.110134,19.135574,18.841146,18.707438,18.687971,181.0300997,23.81236788
20.626417,19.756744,19.493517,19.401352,19.328619,180.672257,24.1809773
18.190449,17.250883,16.932903,16.814949,16.794079,180.4969267,24.66103341
20.656305,19.714525,19.266842,19.03867,18.968166,180.531987,23.71392165
19.43401,18.360083,17.969679,17.809504,17.766981,180.5505848,24.19472112
19.485268,18.298361,17.875751,17.69846,17.660488,180.5182511,24.9855985
20.057346,19.797825,19.428923,19.390308,19.715292,180.2651532,24.23936858
20.98246,19.831806,19.39185,19.145811,19.117085,180.6813249,24.60274023
19.460709,18.331657,17.893267,17.72838,17.661398,180.5185533,24.93429729
19.458981,18.036251,17.522005,17.338116,17.228764,181.0382509,24.95966521
19.679617,19.348639,18.899759,18.73995,18.754965,180.5376174,24.93383792
19.361374,17.89679,17.317633,17.133326,17.068363,180.6615963,24.93831107
19.498337,16.911545,15.79532,15.366295,15.173547,180.5165229,24.64859653
19.795641,17.142023,16.033918,15.61433,15.391101,180.2655958,20.07652671
20.844133,18.324041,16.936623,15.825123,15.330261,180.6288344,24.66340562
20.878309,18.410658,17.321016,16.885752,16.607372,180.2650016,24.94814466
18.078352,17.973108,18.340473,18.629015,18.943249,180.5270029,24.65638386
19.737926,18.673395,18.330746,18.199219,18.174786,180.6574594,24.66742936
20.679047,19.472084,18.993183,18.76325,18.734272,180.6513937,24.64575761
19.688358,17.255222,16.138554,15.750625,15.510989,180.4988077,20.06728346
20.576174,19.437252,18.934383,18.738451,18.564274,181.0210917,24.59722784
20.649208,19.889984,19.768354,19.523369,19.484398,180.268427,24.98601853
20.014954,18.286961,17.554529,17.319084,17.194744,180.4959572,20.05374426
18.199183,16.562109,15.959265,15.761269,15.66075,180.5119671,20.01288975
18.163157,17.051491,17.05307,17.083803,17.153469,180.5188519,24.97898324
19.813513,18.848314,18.565489,18.479521,18.463293,180.5125343,20.02856421
20.016083,18.560406,17.977768,17.740095,17.606632,180.5228295,20.09018244
17.886848,16.469355,15.921926,15.717312,15.597504,180.5527921,20.1487673
20.834839,18.453535,17.38089,16.994383,16.77107,180.6358679,20.11756778
18.178852,17.214653,16.917389,16.768665,16.771069,180.6817142,20.01430474
18.396482,17.183668,16.732,16.527153,16.480267,180.6788711,24.58467827
20.522762,19.544306,19.236126,19.1287,19.150768,180.5540051,24.96777348
17.490961,15.967403,15.406671,15.180772,15.084065,180.6795615,20.14254722
18.093761,17.124643,16.738497,16.607368,16.505711,181.0413417,24.57489906
20.690447,18.298161,17.424183,17.062649,16.81204,180.5449375,20.0001556
19.702868,18.730577,18.344423,18.246626,18.213085,180.652045,20.1162806
19.975306,18.962841,18.655399,18.543571,18.482195,180.5433421,20.00814767
19.669844,18.556366,18.122707,17.955517,17.894268,181.0360137,23.86431553
20.759405,19.869255,19.499968,19.35655,19.22049,181.0401812,23.7193789
19.64361,17.919048,17.275375,17.053165,16.91679,181.0181632,24.99658559
20.645454,18.422489,17.422363,17.039663,16.811474,181.0177688,20.15590972
20.275398,19.268221,18.922409,18.854532,18.741186,181.0226676,20.1095697
20.143009,17.414228,16.091373,15.496831,15.188557,181.0363191,20.10735535
20.781105,18.386421,17.311806,16.913179,16.657906,181.0413279,20.11015394
20.09992,19.167606,18.851103,18.730616,18.722637,180.6426153,24.13362334
17.337557,16.074659,15.663306,15.499317,15.442235,180.2685542,20.51598062
18.444654,16.957851,16.443224,16.250866,16.184244,180.6501638,20.45213071
20.101976,19.066252,18.779577,18.644936,18.606369,180.6697228,20.47778342
19.47617,17.79237,17.05633,16.743792,16.585501,180.6657328,20.48639614
20.933231,18.755878,17.843958,17.510014,17.342291,180.2554705,20.97597538
18.581568,17.475241,17.052494,16.919367,16.8773,180.5116848,20.4160617
18.536566,16.89609,16.220324,16.018196,15.903155,180.5233969,20.38744709
18.461418,16.837679,16.18487,16.015717,15.934361,180.550884,20.3685766
20.476856,18.426756,17.505192,17.227106,17.02977,180.499367,20.56824797
17.486881,16.225935,15.738876,15.638591,15.544503,180.5412787,20.96954461
20.280659,18.683104,17.979488,17.784332,17.62896,180.5096039,20.36540285
20.276594,18.942003,18.45566,18.27355,18.169445,180.5199588,20.52271228
20.507801,19.281401,18.696608,18.452606,18.361443,180.6549469,20.53653816
20.182772,18.036982,17.226564,16.920015,16.757185,180.6750765,20.42992736
19.902445,18.990311,18.697151,18.579956,18.533915,180.6606753,20.54454848
18.934019,17.915834,17.554998,17.399319,17.345219,180.6632246,20.46212687
18.011591,16.191877,15.497787,15.252082,15.110765,180.5559413,20.92155363
18.884363,17.98218,17.729551,17.68326,17.611799,180.2683737,20.86222504
18.557623,17.669922,17.378632,17.258615,17.262867,180.6297513,20.82288961
18.997753,18.102211,17.831348,17.746984,17.722692,180.2830354,24.58476046
17.27282,16.056635,15.63924,15.495431,15.482884,180.5028173,24.60101113
19.981184,18.742062,18.327082,18.124928,18.053316,180.5345283,24.5254425
17.755981,16.667112,16.173231,16.026999,15.992525,180.5250239,20.78602172
20.543978,19.408424,18.949024,18.805372,18.704437,180.5168473,20.9845599
20.445786,18.589111,17.740028,17.467478,17.284986,180.5268515,20.78354897
18.18218,16.474409,15.814569,15.58938,15.449167,180.6551282,20.95274893
19.603121,18.722933,18.387547,18.265223,18.286102,180.6818731,20.96448387
20.918953,20.106157,19.769855,19.682617,19.691069,180.6831364,20.97954718
17.924086,16.339676,15.721486,15.534889,15.455688,180.6853799,20.80078941
20.721869,18.154364,16.813801,15.939643,15.415828,180.6487209,20.9299474
20.535997,19.581142,19.209278,19.085485,19.087336,180.6679889,20.82611046
16.989517,15.890324,15.517342,15.402755,15.373825,180.4403078,20.23908116
20.916439,19.998178,19.678839,19.569902,19.47991,180.7359865,20.25972216
19.370018,18.063442,17.559502,17.374187,17.300486,180.7461734,20.96745981
20.45709,19.566454,19.282949,19.205397,19.23633,180.7011764,20.84093639
20.952288,18.384666,17.272722,16.853449,16.628803,180.7002145,20.9846111
19.082327,17.668756,17.121309,16.935825,16.810556,180.8939262,20.22461067
20.915562,20.132147,19.858761,19.758028,19.95528,180.8951756,20.21536137
20.322853,18.257647,17.427105,17.156675,16.98168,180.4793815,20.18582757
20.988977,18.369877,17.094196,16.553434,16.259136,180.4791794,20.36081838
17.541084,16.684702,16.349752,16.209337,16.168474,180.700324,20.29068057
18.987022,17.628481,17.116224,16.864073,16.758678,180.4814354,20.94511114
19.488195,18.539125,18.251806,18.109482,18.040174,180.7080172,20.1769227
18.661736,17.344088,16.9167,16.753138,16.582031,180.7343346,20.19467543
20.973209,20.019409,19.604919,19.358213,19.18681,180.6984444,20.18762298
20.215338,18.781696,18.274748,18.103315,18.002649,180.7359296,20.7003958
20.999977,20.816101,20.442039,20.275642,20.138783,180.7462929,20.67107889
20.896872,20.006308,19.566429,19.485394,19.402733,180.7535595,20.70596122
20.269854,19.326509,19.053846,18.896963,18.86578,180.4825412,20.72903426
20.002764,19.118492,18.902004,18.791058,18.734121,180.4356411,20.67522709
19.842485,18.936989,18.614786,18.485607,18.457184,180.7137644,20.76062987
19.871017,17.349676,16.257593,15.85596,15.624905,180.722911,20.62171711
20.895317,18.417065,17.193115,16.654779,16.361742,180.7226737,20.72606435
20.46483,18.037004,16.957289,16.596338,16.278517,180.7342848,20.68304711
20.798834,18.25943,17.074646,16.62047,16.33296,180.7344768,20.68345826
20.846661,19.786423,19.275347,19.124912,18.999937,180.2635895,20.724581
18.737011,17.823696,17.565948,17.480953,17.417189,180.4379659,20.74172515
19.816416,17.535122,16.631313,16.298849,16.130398,180.4612117,20.65271122
20.699255,18.33843,17.301292,16.890932,16.662584,180.4521724,20.66529081
20.836393,20.484859,20.576548,20.465023,20.320919,180.4410498,20.66365814
20.565268,19.312887,18.81748,18.668304,18.593174,180.4836983,21.13555023
18.927496,17.993599,17.733025,17.617193,17.59292,180.9225528,23.91276671
18.33095,16.671013,16.059296,15.795893,15.764486,180.7020989,21.03933646
19.201118,17.755087,17.182428,17.004135,16.923012,180.7014079,21.08840536
18.261396,17.064396,16.633881,16.423714,16.40209,180.7091862,21.02802424
18.467524,16.846291,16.166145,15.933399,15.796536,180.712875,21.14429362
20.208084,17.666857,16.488989,16.02557,15.822412,180.7043158,21.05580369
20.776039,19.857317,19.432138,19.333389,19.243439,180.7375696,20.83784576
20.987408,20.051979,19.638748,19.508673,19.467134,180.7489891,20.83189875
20.623512,19.344275,18.755983,18.546179,18.434841,180.7127673,21.07539708
20.217783,19.132959,18.619839,18.444954,18.407541,180.9001535,20.18676504
19.577375,18.161182,17.582291,17.374754,17.281525,180.7207737,21.19593385
20.459953,19.875652,19.303225,19.01016,18.876936,180.7536158,21.18866829
20.985655,20.068382,19.807695,19.675636,19.505407,180.8986643,21.03498871
20.418421,19.294361,19.429087,19.575184,19.830061,180.7357829,20.15509034
18.116371,16.771318,16.290403,16.155037,16.076803,180.4849211,20.58036433
20.860603,19.987568,19.69491,19.668776,19.61241,180.9133285,21.15941039
20.241011,19.010355,18.479979,18.249666,18.182985,180.45794,20.17378552
20.502924,19.037632,18.464581,18.250191,18.16082,180.439877,21.02572496
20.928825,18.472271,17.291542,16.812502,16.526649,180.4681598,21.17610037
20.982441,19.845821,19.326641,19.112829,18.990265,180.4788834,21.05111018
17.74951,16.150644,15.647123,15.458417,15.385595,180.9179712,23.9925051
18.142746,16.234941,15.51989,15.244538,15.134817,180.8972623,20.61375185
17.391531,16.316629,15.939586,15.783269,15.762722,180.9017879,20.66319828
18.425461,17.413624,17.001762,16.893625,16.801649,180.4602398,21.07981645
20.536562,19.209963,18.583523,18.362024,18.268785,180.4284573,21.05946101
19.25709,17.787575,17.235083,16.995604,16.835739,181.1009628,24.00439082
17.486904,16.15452,15.779527,15.591123,15.565096,181.1318878,23.97670316
20.765833,19.74579,19.462921,19.301893,19.211672,181.1085868,23.91857157
20.916161,19.954607,19.72562,19.631124,19.636778,181.1090072,24.05476221
17.649296,16.071121,15.5608,15.2988,15.241288,181.1165822,23.92356275
20.427162,19.444605,19.11717,18.93461,18.852444,181.1262352,23.94941002
18.123547,16.998562,16.591824,16.46594,16.386902,181.7392476,24.01605542
19.911074,17.812443,16.997307,16.661711,16.544397,181.7414327,24.11540338
18.448881,16.958,16.469494,16.241106,16.16819,181.1144387,24.01239198
20.963102,18.381092,17.221544,16.719578,16.425903,181.7397564,23.92952805
20.02051,19.794891,19.543425,19.486088,19.355131,181.7401168,24.05873051
18.289072,16.322001,15.530833,15.257859,15.114142,181.47208,24.06007352
17.833385,16.362913,15.794404,15.60762,15.540195,181.4795804,23.99001672
20.976782,19.97051,19.658251,19.534647,19.489315,181.5217638,24.05030162
20.954033,20.005995,19.669046,19.529623,19.501125,181.5256546,24.0515737
20.648476,19.366678,18.825274,18.604052,18.505917,181.815467,23.9462257
20.368784,18.039219,16.945957,16.481285,16.250561,181.7011318,23.98121673
20.370068,19.625677,19.33601,19.229958,19.155609,181.7776782,23.99388387
20.735146,18.182531,16.854448,16.027796,15.603448,181.4721576,24.112276
19.992138,17.247705,15.942776,15.374534,15.075732,181.4779605,24.08063067
17.270605,16.074291,15.680829,15.474447,15.4255,181.4989884,23.98431954
18.803488,17.550058,17.061981,16.849464,16.786955,181.5225261,24.05660253
19.5331,17.787169,17.100256,16.83217,16.754309,181.5375055,24.05440476
20.491123,19.625206,19.356874,19.288071,19.377134,181.4868579,24.08914946
18.368792,16.897552,16.299116,16.069368,15.952951,181.0952251,24.37374037
17.514093,16.367086,15.913069,15.763783,15.718883,181.6671281,24.11287766
19.619633,18.697001,18.31255,18.145769,18.174152,181.6701358,24.11320462
19.863832,18.882757,18.529551,18.438274,18.330769,181.0772201,24.38553924
18.586828,17.207081,16.661861,16.521334,16.436472,181.8126559,24.10930609
20.521147,18.969938,18.38912,18.182814,18.072775,181.0786197,24.43365342
20.008511,18.2871,17.63866,17.439016,17.310131,181.8194313,23.95652215
18.579678,17.457699,17.038572,16.850328,16.828665,181.6365975,23.92341043
19.907505,19.026186,18.646967,18.505457,18.465971,181.6364042,24.1186261
20.836885,18.261372,16.91494,16.237331,15.851297,181.0871648,24.41758875
20.455196,19.560461,19.275564,19.159546,19.138836,181.6773666,24.48549354
17.245087,15.988955,15.518427,15.357647,15.278052,181.8741276,23.9950853
20.969315,19.513504,18.975693,18.71702,18.534508,180.9281194,24.41997246
19.250986,18.162354,17.779219,17.591101,17.533022,181.5160203,24.4552096
17.336386,16.273399,15.977839,15.859724,15.858205,180.9171152,24.92254656
20.138329,19.209978,18.869667,18.792036,18.658138,180.9222671,24.8667023
20.496141,20.01449,19.778852,19.580996,19.525076,180.9396036,24.33900912
20.376553,18.410069,17.628752,17.316648,17.178596,181.4960946,24.44237047
20.082598,18.491129,17.785547,17.501019,17.351513,181.665253,24.5065189
18.766281,17.926096,17.640293,17.555536,17.551401,181.0916159,24.75928654
20.866341,20.351263,20.378469,20.272749,19.853338,181.7089756,24.51193695
20.380934,19.912359,19.823469,19.881605,19.813871,181.7264182,24.44527216
20.705118,19.370146,18.76272,18.481718,18.399368,181.1316154,24.74562774
19.86068,18.484837,17.900986,17.682262,17.548351,181.870386,24.40693216
20.003773,19.124006,18.82214,18.687347,18.676802,181.0996585,24.93555655
20.861084,18.514217,17.31473,16.826906,16.534979,181.4568955,24.46231999
16.722677,15.827381,15.547251,15.466712,15.446296,181.6808249,24.50618994
20.233749,17.875195,16.736351,16.309185,16.156809,181.4979854,24.76620928
20.90234,18.599028,17.237478,16.610348,16.36561,181.5132693,24.94071961
19.109903,17.567591,16.920021,16.700975,16.522358,181.8402356,24.10112904
20.731512,18.454248,17.268364,16.803305,16.561382,181.520019,24.78356748
20.547852,19.131903,18.409101,18.101847,17.944323,181.0967793,24.8051097
19.05681,19.04221,18.918821,18.967768,19.027937,181.4660654,23.96585909
17.752739,16.079218,15.478534,15.282248,15.216976,181.4642731,24.08167585
20.908438,19.774717,19.310122,19.121254,18.988665,180.3238398,20.21025589
20.30335,19.390623,19.07658,18.985229,18.967827,180.3525541,20.23615996
20.706482,19.191408,18.529142,18.336119,18.170053,180.3356212,20.16711432
20.182812,19.24358,18.885315,18.763807,18.667603,180.5969845,20.29794183
19.896259,19.422186,19.144335,18.974871,18.771631,180.3527239,20.34967778
20.383793,18.573208,17.802193,17.517708,17.33853,180.6000561,20.30300035
20.87993,20.020838,19.648066,19.480164,19.357952,180.6094441,20.19877256
20.776489,18.229698,17.168993,16.749619,16.562803,180.6238663,20.30736223
16.901524,15.816287,15.397836,15.260019,15.206222,180.8423145,20.32932489
20.052332,19.145069,18.851936,18.671577,18.742655,180.6180665,20.35614075
19.096945,18.160595,17.840094,17.716127,17.644367,180.5594015,20.26967165
20.840483,18.153599,16.905626,16.400597,16.126753,180.6227215,20.52648994
20.541643,19.010904,18.468401,18.265701,18.197767,180.8441925,20.9626831
20.447231,19.826155,19.631876,19.486841,19.414198,180.8458785,20.98165217
19.238941,18.234631,17.828091,17.680712,17.607433,180.5933905,20.16626929
20.728811,19.933441,19.629248,19.505899,19.539444,180.3295691,20.66529225
17.417229,16.076656,15.581023,15.400187,15.335738,180.5587901,20.69720079
18.327955,17.445541,17.121155,17.023844,16.995878,180.5772183,20.73366697
20.946791,19.493324,18.900238,18.680229,18.522936,180.8254842,20.34442277
20.412735,19.607426,19.322811,19.227755,19.206402,180.6141891,20.62077264
20.60491,17.990738,16.6236,15.604957,15.076056,180.3445484,20.66376429
19.712399,17.977371,17.337311,17.12886,16.983252,180.6173976,20.69437731
19.384483,19.053997,19.330967,19.574398,19.931393,180.6226054,20.6144512
17.710251,16.593527,16.30238,16.202181,16.148407,180.8474454,20.77921566
19.426455,18.48382,18.125937,17.965559,17.905941,180.827505,20.68632183
19.882456,18.834709,18.516853,18.413424,18.399096,180.8390675,20.72899249
20.628428,18.112875,16.649813,15.885988,15.464853,180.5883475,20.75521142
19.195494,18.93902,18.778217,18.788639,18.675898,180.8483235,20.72850199
20.326523,19.154419,18.739603,18.562315,18.481407,180.5737523,20.83691174
20.335249,19.337269,19.010572,18.821243,18.822376,180.3447476,21.02066852
18.927689,17.148483,16.451151,16.201305,16.082167,180.8560979,20.71281397
19.721565,18.650997,18.261353,18.098465,18.092415,180.3178778,21.04675157
19.323694,18.040833,17.568882,17.387096,17.262691,180.8832073,23.9430394
20.485497,19.575077,19.297691,19.194038,19.201517,180.3251417,21.03426205
20.229622,19.129152,18.708942,18.565586,18.54985,180.5805301,21.14041962
19.985271,18.292217,17.627169,17.408491,17.227976,180.5872949,21.17167142
19.744915,18.221462,17.614725,17.324638,17.178879,180.8539707,21.00895002
19.009245,17.886013,17.479733,17.337891,17.265381,180.8698588,24.00201681
18.886555,17.667868,17.210443,17.069635,17.017159,181.426693,24.06872697
18.846045,17.918106,17.585148,17.519791,17.449738,180.6151788,21.08311033
20.789301,19.780981,19.470947,19.346064,19.282312,180.5641515,20.10888216
20.193747,17.598583,16.421692,15.945204,15.662561,180.5790891,20.05061235
20.438078,20.327145,20.224506,20.11973,19.85602,180.5935728,20.13578627
20.825336,20.025593,20.172483,19.403645,19.367947,180.6008297,20.02926055
17.979303,17.113499,16.746109,16.622467,16.548903,180.8545262,20.83032548
19.599985,18.66852,18.382959,18.291073,18.266293,180.8587883,20.835421
19.927792,19.078024,18.700264,18.633795,18.623518,180.6217965,21.15984973
18.055168,16.759045,16.206947,15.963463,15.867533,180.8282403,24.97586978
20.779533,18.526062,17.710108,17.405235,17.250219,180.8459538,20.83489802
20.410093,19.316544,18.839712,18.728386,18.625097,180.8492017,20.15093108
20.937298,19.141075,18.472847,18.246477,18.09413,180.8548797,20.04079896
20.89323,18.917389,18.094011,17.785839,17.62138,180.8563132,20.03670697
