u_mag,g_mag,r_mag,i_mag,z_mag,ra,dec
20.824112,18.505163,17.499392,17.153378,16.944504,184.4189722,20.56553968
17.830242,16.545475,16.077908,15.929501,15.892579,184.3150725,20.87386762
18.559937,16.766075,16.061155,15.837822,15.686459,184.4086587,20.91166735
20.638779,19.706841,19.233578,19.022593,18.850731,184.433078,20.6005541
17.484066,16.390877,15.936988,15.782858,15.718333,184.3223064,21.04679402
20.737463,19.090733,18.459085,18.282892,18.186754,184.2051361,20.98680113
19.814878,18.859894,18.55759,18.42783,18.419186,184.2118674,20.85580335
19.955976,18.039722,17.274389,16.952021,16.798145,184.2528909,20.8718214
18.474871,17.154547,16.568413,16.314007,16.204784,184.219764,20.99192082
18.43021,17.336203,16.937551,16.768654,16.832737,184.2404156,20.84218472
19.019098,17.648737,17.019728,16.775919,16.637976,184.2491721,20.95555945
19.059464,17.040169,16.180088,15.853555,15.663944,184.361108,20.96374112
18.256414,16.25108,15.504,15.233844,15.094116,184.3920442,20.87191639
19.781511,18.968,18.712791,18.645041,18.621523,184.4331316,20.9930797
19.497559,18.607483,18.264437,18.170664,18.098074,184.4533997,21.0093006
20.928417,20.01819,19.746862,19.628202,19.715628,184.4492819,21.02212915
20.674381,19.721104,19.275303,19.143343,19.146635,184.4176392,20.90888392
20.436152,18.89839,18.18004,17.937502,17.823097,184.4555064,20.85235381
20.178465,19.245148,18.960236,18.869854,18.815065,184.3708498,20.97939803
19.838161,17.235413,16.062908,15.651969,15.419281,184.4383206,20.84015338
20.899654,20.351501,20.099463,19.247282,18.595675,184.3766075,21.02323879
20.779835,19.482338,18.883425,18.655031,18.460201,184.3123298,20.89135224
19.940733,18.160141,17.408222,17.110741,16.950516,184.4790049,20.85482281
19.968691,17.835405,16.945566,16.645151,16.475191,184.3245222,20.91344434
20.960354,20.031652,19.918816,19.930927,19.965546,184.2454498,20.26817146
19.571854,18.145243,17.449703,17.153175,17.022306,184.4813767,20.8657892
19.795181,18.870638,18.54351,18.422667,18.418175,184.2122756,20.30940805
19.802258,18.0788,17.349686,16.982775,16.876728,184.232781,20.2268556
20.617096,18.22838,17.069572,16.57935,16.338814,184.3443095,20.92423018
17.188375,15.797232,15.274068,15.199136,15.036161,184.2335162,20.31473859
20.168137,19.202383,18.906273,18.79443,18.773922,184.2364365,20.23950327
20.772842,18.349821,17.155798,16.691788,16.418007,184.3850772,20.88910347
20.824974,19.968843,19.644777,19.574041,19.56218,184.2813641,20.87335578
20.438751,18.174479,16.957226,16.465181,16.250408,184.4615046,20.04137227
20.729362,19.730206,19.090584,18.89077,18.784758,184.238239,20.31395351
19.809597,18.668678,18.162071,17.952026,17.845264,184.3471679,20.85138135
19.50272,17.962246,17.267811,16.998442,16.843397,184.3503905,20.94311942
20.867409,20.038618,19.631594,19.435425,19.431513,184.3915764,20.85300985
19.782757,18.921034,18.58145,18.440742,18.401972,184.4067889,20.10635389
20.422998,17.796171,16.398891,15.605832,15.144884,184.4216038,20.88501996
20.356798,19.27215,18.811371,18.61742,18.478218,184.433323,20.85375005
18.984627,17.733715,17.244194,17.026136,16.901125,184.2471331,20.26151273
19.96933,17.781067,16.845337,16.529449,16.324652,184.2543932,20.36958169
18.754309,17.806482,17.724768,17.660809,17.71204,184.36763,20.24763568
19.557213,17.517191,16.661791,16.272717,16.09416,184.3799181,20.33099033
19.618526,18.666759,18.380968,18.239588,18.169031,184.3985565,20.23370854
20.369713,18.874729,18.239845,18.120113,17.900391,184.2510828,20.35766277
20.962851,19.993685,19.74514,19.670458,19.654121,184.2606992,20.39776949
20.855137,19.763216,19.398495,19.264242,19.133907,184.2879716,20.37971866
20.329861,19.146437,18.715542,18.491856,18.447491,184.3306035,20.40106614
20.771744,19.839298,19.622215,19.559019,19.490067,184.3403471,20.29579143
20.510025,19.532457,19.252113,19.10326,19.048527,184.3960397,20.24811691
19.553457,19.125395,18.964901,18.8557,18.644405,184.2504206,20.21564308
18.818581,17.771698,17.306013,17.122566,17.003157,182.2788025,20.62992686
20.607925,19.34202,18.788649,18.566341,18.456051,182.5679093,20.68372033
20.629133,18.07719,16.674192,15.767919,15.28844,182.5781854,20.66596186
19.156916,18.187428,17.898478,17.779161,17.735401,182.694704,20.74669528
20.438745,19.436064,19.001753,18.914066,18.791674,182.88571,20.78433853
20.435387,20.23081,20.088812,20.028934,19.885607,182.9181486,20.80314291
19.503633,17.36216,16.544308,16.285986,16.122873,182.9726486,20.737431
16.910131,15.732208,15.340322,15.226501,15.197008,182.9945667,20.68574013
19.979984,19.659044,19.375116,19.325563,19.15991,183.0497664,20.70582763
19.785898,18.797312,18.404133,18.28541,18.192999,182.9961849,20.73260326
19.019215,17.525917,16.957026,16.774767,16.697247,183.0072926,20.8094843
20.934322,19.933172,19.581909,19.456255,19.406204,182.2909824,20.61487401
20.064823,19.105045,18.669058,18.512255,18.432423,182.3710964,20.79350365
19.530268,17.860563,17.212404,16.999809,16.85327,182.3875026,20.7737226
19.240639,17.783331,17.220381,17.055792,16.993402,182.3925869,20.70615428
20.33164,20.172197,20.117592,19.854048,19.774197,182.4047699,20.81334514
19.110918,17.604696,17.01211,16.758482,16.633299,182.6028624,20.70849546
18.944298,17.835485,17.404146,17.23057,17.181015,183.0218278,20.62475109
19.433144,18.912569,18.761244,18.748688,18.477686,183.0246346,20.72226621
16.833872,15.699144,15.282589,15.183095,15.137665,183.0307116,20.70252221
20.030899,19.163124,18.883303,18.81868,18.813747,182.9014062,20.66704299
19.584431,18.608162,18.183395,18.046629,17.967312,182.9253345,20.69038944
18.736504,16.569366,15.693781,15.411915,15.228593,182.9255152,20.7880808
19.64715,17.28303,16.275644,15.930556,15.718273,182.9320172,20.77498356
18.548893,17.005199,16.428581,16.238779,16.14348,182.9544757,20.75491663
17.059662,15.790594,15.266313,15.106775,15.025589,183.0377743,20.72278213
18.803818,17.272303,16.665195,16.462551,16.360781,183.0484118,20.6692828
20.803164,19.887552,19.480343,19.410433,19.35704,182.9287357,20.74386338
20.084042,18.734909,18.061708,17.967228,17.786806,184.5388656,20.35586976
20.089817,19.308147,18.788647,18.63973,18.632345,183.7940109,20.7136108
19.525322,17.693995,16.991827,16.767717,16.563395,183.0561613,20.82634242
19.830553,18.426249,17.951679,17.755445,17.715826,183.9531549,20.63291387
20.014185,19.119244,18.784624,18.681791,18.645535,183.056013,20.70590608
20.04228,18.717228,18.217367,18.020613,17.934986,183.813472,20.80584859
17.955599,16.228237,15.585501,15.324918,15.065141,183.8261798,20.75970852
19.9564,18.024035,17.289303,17.040279,16.85108,183.8323622,20.70053077
16.807823,15.893443,15.595731,15.48531,15.681218,183.8421367,20.83304294
19.906914,19.911726,20.01018,19.689373,19.521233,183.8629256,20.77308542
19.92799,17.584435,16.636795,16.258406,16.037086,183.8788524,20.76046876
19.154663,18.200186,17.851465,17.763403,18.606857,182.8910709,20.69223618
20.797951,19.795942,19.503601,19.33919,19.270807,183.8798123,20.74733454
20.560102,18.245979,17.224731,16.809637,16.576878,183.9034385,20.68813229
20.6973,20.428915,19.964218,19.866837,19.829344,183.9285135,20.8342227
20.481131,19.424482,19.009834,18.829796,18.851925,183.9465178,20.71674986
19.056351,18.700247,18.635763,18.491205,18.45628,183.8863528,20.73802767
20.290216,18.597481,17.984306,17.769619,17.638744,184.541392,20.34198796
20.296228,19.29677,19.022858,18.91256,18.855604,184.5506672,20.3031107
20.811266,19.889124,19.60116,19.513029,19.482185,183.824637,20.70467556
18.060209,16.267313,15.636929,15.466537,15.336483,181.9752637,21.09995198
18.9781,17.408955,16.783098,16.553482,16.361296,182.0418374,21.11641205
19.918671,18.968527,18.700642,18.591156,18.570097,183.7798981,20.80325346
17.701164,16.371269,15.890281,15.72507,15.680667,183.8965317,20.6475417
17.919073,16.240025,15.561397,15.327807,15.201015,183.9032985,20.65703397
20.237314,17.854391,16.777412,16.379576,16.173141,183.9040652,20.65401512
17.057669,15.770124,15.462223,15.212509,15.169736,183.9083305,20.76682518
20.066803,18.782595,18.323729,18.105158,17.924932,182.403047,21.13644059
18.201389,16.579702,15.967278,15.738043,15.624361,182.5768098,21.07382947
20.152136,19.176508,18.917658,18.850372,18.709244,182.583863,21.19137266
17.860031,16.791702,16.411524,16.244293,16.161074,183.9251682,20.83340199
19.613438,18.159037,17.560755,17.374527,17.235022,182.6810239,21.08440242
20.824705,18.119188,16.79483,16.264168,15.966554,183.8100509,20.67893415
20.251579,19.341343,18.985653,18.783279,18.778484,183.8123562,20.82214156
18.99061,17.476944,16.858702,16.603004,16.493647,181.9609708,21.20974713
19.323778,17.810411,17.235527,17.016092,16.892653,182.158919,21.11113549
19.305012,18.365896,18.086443,18.002108,17.988728,182.2763567,21.06972081
17.870365,16.632998,16.208717,16.058393,15.967211,182.3905507,21.08664649
19.414957,18.235512,17.719986,17.514227,17.42528,183.9374998,20.7258391
18.402767,17.142889,16.777754,16.64422,16.527971,182.3932273,21.20212303
19.874134,18.804487,18.32814,18.129274,18.058067,183.9514998,20.76550768
19.210064,17.863062,17.322325,17.17202,17.122118,184.5063062,20.80279113
18.015993,17.034592,16.701544,16.601873,16.489622,182.4005429,21.16410372
19.305641,18.095768,17.594038,17.414478,17.29352,182.9447487,21.06320394
20.097784,17.593426,16.415867,15.976253,15.693244,182.3712324,21.10032356
20.535889,19.588264,19.327742,19.250341,19.151823,182.5880592,21.13203875
18.852827,17.961529,17.710819,17.658274,17.588696,182.2717626,21.12311765
20.888029,20.14752,19.748291,19.643835,19.719521,184.5152828,20.76458103
19.787159,17.269772,16.236395,15.863504,15.609048,182.9548993,21.20363527
20.788963,18.729151,17.860828,17.509871,17.352547,182.8875567,21.07655757
20.54113,20.189356,20.160679,19.967134,19.755672,182.8886235,21.12232785
20.474989,18.729338,18.070766,17.812801,17.665596,182.9426009,21.21515101
20.723442,19.576275,19.050743,18.853296,18.734016,182.9518617,21.07443094
19.142731,18.287424,17.971001,17.843716,17.781828,182.9602651,21.21724785
19.455688,18.536049,18.248272,18.133991,18.030878,182.0412946,21.17918171
18.290028,17.060383,16.70443,16.568544,16.489279,182.9860317,21.08530636
18.882669,16.927851,16.205648,15.948258,15.810201,182.05213,21.04496115
19.029533,17.953037,17.52021,17.378132,17.306803,183.0081342,21.13062832
19.759865,18.630014,18.174208,18.040493,17.942158,183.0106005,21.1426824
20.356701,19.439508,19.165863,19.057003,19.061733,182.3720069,21.16024494
19.994978,19.160137,18.861221,18.781702,18.732655,183.0175983,21.0799742
18.754927,17.287399,16.745285,16.534363,16.414829,182.7000637,21.10849169
18.688906,17.137186,16.606327,16.40205,16.296564,182.7022151,21.13719273
20.415558,20.304226,20.241072,20.068073,19.85947,182.6871284,21.11275811
19.912451,18.97084,18.644327,18.584044,18.288574,183.0251357,21.10097459
17.193201,16.070808,15.660698,15.544273,15.450268,183.0260188,21.1696528
20.745575,19.310144,18.707752,18.499012,18.393112,182.7024782,21.18146098
20.097691,19.22143,18.987667,18.883678,18.836973,183.0406941,21.06484378
20.112293,19.330912,18.953093,18.818342,18.772404,183.0192405,21.0705193
20.363218,19.350613,18.861532,18.673462,18.568729,183.0254864,21.04532236
18.418831,16.273228,15.443107,15.158635,15.006026,183.8085556,21.0657788
19.837467,18.103289,17.361769,17.111446,16.970377,184.5092062,20.73312824
17.919493,16.814072,16.373152,16.259312,16.219328,184.5275555,20.6971872
18.938244,19.124224,18.756237,18.719446,18.691122,183.8163336,21.20893135
18.420979,16.601286,15.935106,15.696083,15.531452,183.8358687,21.24115518
17.746834,16.55344,16.156652,16.015516,15.950868,183.846582,21.04805529
19.534847,17.893211,17.293278,17.104082,16.952915,183.8530116,21.04784586
19.362822,17.606419,16.952616,16.740797,16.47983,183.8593946,21.23033367
18.672842,17.071283,16.499535,16.274895,16.130653,183.8787391,21.22704651
18.813265,16.970253,16.394146,16.18396,15.994385,183.9179364,21.21773174
20.79034,19.090179,18.421076,18.127771,17.899036,183.7971331,21.15988719
19.556221,18.372477,17.864784,17.669708,17.54652,183.8828488,21.14700869
18.240902,16.587601,15.983128,15.785189,15.667263,183.8862243,21.09538616
17.769135,16.782995,16.458067,16.354757,16.292578,183.8928252,21.11192656
20.324854,17.855936,16.796333,16.407116,16.074814,183.7996796,21.20598327
20.859795,18.348745,17.021059,16.217539,15.793082,184.3975952,20.26718502
18.753553,17.688852,17.264919,17.12941,17.056925,184.4103848,20.38562245
17.739391,16.542652,16.130962,15.989993,15.947134,184.4488071,20.39069875
17.254585,16.299669,15.951517,15.749645,15.765074,184.4778034,20.2885085
20.087662,19.139938,18.829172,18.692268,18.606182,184.3785918,20.57994915
20.558964,19.453184,19.010773,18.813698,18.693581,184.3798178,20.47132282
20.620287,19.527153,19.05648,18.86865,18.782518,184.3803334,20.46848275
20.498541,17.826607,16.477484,15.725364,15.321121,184.3854177,20.44471278
20.145258,18.759655,18.244232,17.972057,17.880823,184.4144835,20.24910456
18.646406,17.383162,16.828239,16.651028,16.533562,184.2784506,20.31127817
19.363182,18.455027,18.141958,18.009371,17.981371,184.3075724,20.32441332
19.343147,17.79808,17.259365,17.018635,16.896509,184.2096979,20.63032043
19.796173,18.759384,18.34866,18.164055,18.114908,184.2140091,20.81125989
18.736822,17.750797,17.492945,17.364292,17.302813,184.2318942,20.63495517
19.99946,19.038012,18.727865,18.618563,18.62812,184.2353335,20.77514612
19.211319,17.799364,17.199686,16.985237,17.807423,184.2394677,20.70292428
19.022837,18.639717,18.343613,18.015287,17.964386,184.2415046,20.65576993
20.574759,18.878021,18.177454,17.988331,18.065496,184.2084628,20.82729547
20.768534,18.710161,17.893597,17.622091,17.435299,184.2125531,20.75395075
17.567041,16.183477,15.695862,15.53545,15.487775,184.4543921,20.37819909
19.214518,17.07596,16.2953,16.027857,15.903566,184.4621214,20.3684356
18.682619,17.189466,16.627722,16.342997,16.29455,184.4688759,20.25038258
20.737286,19.817673,19.561804,19.408434,19.474009,184.4101504,20.30276911
19.908882,18.970421,18.649063,18.518757,18.463526,184.3749224,20.65177585
20.922516,18.550804,17.544878,17.026596,16.865088,184.469019,20.23513802
20.592484,18.055532,16.628345,15.717251,15.269452,184.4688743,20.34501146
20.974092,18.572886,17.490643,17.114117,16.912416,184.2922132,20.81279334
20.752203,19.844627,19.457748,19.369146,19.289778,184.3054647,20.69566924
20.847359,18.691006,17.792622,17.468269,17.288166,184.3132732,20.75590911
20.526775,19.3494,18.891741,18.714132,18.610249,184.3424173,20.70442364
20.309332,19.339167,19.041229,18.947187,18.898783,184.3725178,20.69803625
20.920618,18.308592,16.943596,16.050024,15.612013,184.3768545,20.82023255
19.347004,17.91983,17.349064,17.155043,17.082109,184.2481416,20.80703827
19.209665,16.795315,15.669816,15.283751,15.030584,184.2671353,20.64656613
18.326632,16.976418,16.458298,16.331596,16.246634,184.2850251,20.63068614
20.832357,20.191622,20.066195,19.991621,19.839214,184.3794125,20.66643857
20.792337,18.252428,16.907808,15.656542,15.037135,184.3802288,20.81641724
18.73019,17.612381,17.1954,17.07851,17.018967,184.288993,20.75823505
19.632664,17.170921,16.133818,15.782481,15.577406,184.3185117,20.67169878
17.954233,16.325462,15.75023,15.475095,15.385696,184.36718,20.83111845
17.968399,16.791414,16.415123,16.231438,16.187773,184.3760192,20.80185292
17.712051,16.682829,16.348055,16.18927,16.131636,184.3802389,20.76188784
20.204878,18.789034,18.146997,17.848919,17.740459,184.4628211,20.68370316
18.845612,17.358477,16.703789,16.376093,16.260748,184.4713702,20.83183599
19.993227,18.093098,17.4175,17.156818,17.023748,184.3999061,20.6829537
20.791763,19.681852,19.209375,18.99892,18.915922,184.4363146,20.63489606
20.348211,19.360544,19.008743,18.861219,18.783827,184.4380491,20.78727987
20.443943,18.227863,17.254395,16.86915,16.637415,184.3427393,20.75460233
18.280142,17.071096,16.588091,16.393383,16.346956,184.2054559,21.21045114
20.571833,17.885681,16.480429,15.79906,15.432289,184.289492,21.08987223
20.043875,19.027695,18.596546,18.404806,18.298439,184.4519621,20.78252162
19.701355,18.751221,18.465454,18.322567,18.298258,184.453782,20.65299484
18.578022,17.695316,17.463659,17.370405,17.332384,184.3534926,21.22259154
17.934309,16.970564,16.638845,16.513454,16.45661,184.3424674,21.11147228
17.802973,16.198175,15.601958,15.431238,15.300272,184.3535851,21.09083785
18.431286,16.853025,16.229204,16.017679,15.908737,184.4846374,20.75021281
20.175009,18.390078,17.75915,17.523153,17.399605,184.4187216,20.76424833
20.451054,18.805754,18.180428,17.869534,17.742613,184.4568631,20.63679627
20.840084,20.26848,20.13493,20.280785,20.015911,184.3130031,21.23666356
20.818459,19.357189,18.763863,18.510662,18.399469,184.3527527,21.09430102
19.514482,18.351208,17.89809,17.7005,17.667976,184.2128476,21.08231336
17.958479,16.413576,15.841466,15.640834,15.585319,184.2143851,21.10894669
18.471352,16.465445,15.699191,15.763099,15.258882,184.2434389,21.0945412
20.843229,19.900391,19.535141,19.359882,19.343889,184.2313962,21.18892353
18.868515,17.365469,16.795755,16.668423,16.525778,184.2686386,21.21593673
20.390493,18.010464,16.869017,16.426224,16.199038,184.3533292,21.10336504
20.588564,20.465742,20.295387,19.951204,19.963209,184.3775639,21.21940286
17.788111,17.519148,17.338322,17.260889,17.091782,184.3145554,21.21373153
20.458025,17.952204,16.957623,16.624855,16.399996,184.3788252,21.12239123
19.821764,18.815332,18.427607,18.295437,18.245052,184.3251064,21.1373934
19.805002,18.869854,18.617647,18.487211,18.51322,184.3536506,20.78279473
19.28796,18.303236,18.014532,17.891838,17.869019,184.3547406,20.7156138
16.798182,15.611655,15.681166,15.783935,15.866357,184.3376756,21.06974887
20.724865,18.79244,18.070724,17.828613,17.707462,184.3868601,21.12963162
19.779198,18.384518,17.835306,17.620668,17.48555,184.4096735,21.2408246
19.662443,19.362103,19.315216,19.07069,19.148705,184.4151487,21.23354593
19.397448,18.364841,17.955227,17.77426,17.663708,184.3671604,21.15675133
18.211821,17.23414,16.836584,16.667864,16.587376,184.3923004,21.06907425
20.138855,18.019457,17.15099,16.872705,16.647301,184.3002923,21.22722391
20.255524,18.21833,17.458967,17.170387,17.00102,184.4415299,21.19029492
20.414532,19.476494,19.164055,19.03652,18.98015,184.4451325,21.10003926
20.689039,19.576725,19.210903,18.97752,19.019384,184.4625357,21.18280517
18.553545,16.628544,15.944487,15.684275,15.574443,184.4388453,21.22348896
18.202873,17.161699,16.850388,16.705259,16.665867,184.4580213,21.14170152
18.991287,17.976658,17.601154,17.441051,17.371513,184.4604109,21.1743515
19.15378,17.655739,17.076097,16.829412,16.717558,184.4834738,21.08141405
20.177864,17.906277,16.967621,16.599035,16.35582,183.8173038,21.21229808
20.9032,19.925785,19.672882,19.587856,19.553104,183.8207174,21.23427199
20.713234,18.026686,16.773146,16.240255,15.873161,183.8441125,21.12736227
19.621443,18.404057,17.914454,17.75997,17.625666,183.7787017,21.12240621
20.754425,19.337463,18.784912,18.547762,18.404757,183.8733551,21.14642034
20.416719,19.524963,19.157627,19.004707,19.307468,183.884803,21.04964017
20.902775,19.949316,19.5877,19.437677,19.369228,183.9003308,21.13057809
19.684181,18.11689,17.362185,17.072237,16.909126,184.5303511,20.78370789
19.995502,19.636543,19.694826,19.564152,19.614874,184.5359371,20.7686291
19.22131,18.199238,17.824926,17.675501,17.64043,184.5371491,20.63491137
20.949354,19.219105,18.53561,18.282244,18.209702,183.9024383,21.13230236
20.76984,19.260662,18.681475,18.482498,18.342323,183.9160203,21.1488465
18.869003,18.051807,17.702465,17.561527,17.487501,183.9384016,21.24382805
18.138962,16.962139,16.550951,16.353586,16.294371,183.9406707,21.1840814
16.68088,15.823613,15.505161,15.407521,15.397935,184.5391326,20.83164096
19.27459,17.913044,17.453222,17.239895,17.122761,183.8937921,21.12276115
19.369379,18.383528,18.033739,17.868063,17.811678,184.56881,24.00496729
19.395218,18.370537,17.922985,17.610886,17.612938,184.5604684,24.10338192
20.056488,18.746389,18.248646,18.077766,17.981035,184.5395169,21.21255051
20.662621,19.663431,19.306387,19.153076,19.13747,184.6878992,24.14593889
19.105415,17.594196,17.011168,16.803377,16.695803,184.5996531,24.00207394
20.236433,19.368761,19.085028,18.957611,18.885695,184.5912963,24.00285022
18.9751,17.815928,17.337992,17.15649,17.04965,184.6120521,23.97994477
19.157421,18.087587,17.720753,17.566582,17.543818,184.6447058,24.09673973
16.796986,15.868574,15.614197,15.500764,15.506355,184.6554939,23.97874706
17.942394,16.525269,15.991756,15.776612,15.699377,184.6910543,24.13319812
18.560684,17.526646,17.130217,16.958992,16.886606,184.6980536,23.97365897
19.974234,19.029451,18.712704,18.630047,18.547155,184.7268065,24.1471999
17.516209,16.277847,15.759701,15.577418,15.458769,184.7367208,24.0323477
19.366093,18.556187,18.31871,18.23385,18.23344,184.7411508,24.04362875
18.993635,17.821835,17.403698,17.249748,17.200012,184.7565635,24.09011005
20.47065,19.529957,19.174276,19.033941,18.895082,184.6085526,24.00780357
20.7729,19.684111,19.19525,18.991415,18.848297,184.6176563,24.08639066
19.689632,17.846399,17.062658,16.691372,16.365896,184.4919286,21.05223135
20.809076,19.424372,18.957563,18.709995,18.661182,184.6477487,24.06702387
19.813217,18.934837,18.556633,18.470753,18.482666,184.4934847,21.05960352
19.98254,18.952303,18.476635,18.285913,18.207968,184.5302965,21.17230052
20.11899,19.118284,18.774658,18.635042,18.629721,184.5304286,21.08649678
20.720179,19.517279,19.022898,18.828375,18.744856,184.7492619,24.00927995
20.136728,18.558355,17.925877,17.669765,17.554726,184.6946385,24.11474835
20.692011,18.713652,17.938068,17.615583,17.486818,184.6527577,24.01132444
20.621962,19.199167,18.688951,18.426529,18.293785,184.4975442,21.2125972
19.980473,19.036198,18.655945,18.498516,18.377934,184.5127841,21.22149254
18.499563,17.457058,17.144476,17.01326,16.998556,184.77183,24.15160882
18.70788,17.362535,16.795536,16.571045,16.487642,184.8198186,23.98440002
20.048054,18.457081,17.776232,17.553766,17.419474,184.7097093,24.53928253
19.479111,19.576696,19.559067,19.242834,19.204884,184.8449606,24.05613899
19.246738,17.350143,16.573336,16.288734,16.173347,184.5520209,24.43688918
18.60354,16.958273,16.284508,16.006464,15.834037,184.6740402,24.38703427
20.052753,18.276571,17.557659,17.315603,17.14716,184.6842354,24.55734033
20.095545,18.061998,17.284214,17.012177,16.870636,184.7070592,24.45525797
18.045078,16.97888,16.612595,16.50901,16.445332,184.7375798,24.53458094
18.510448,17.271807,16.844475,16.675753,16.612928,184.7758436,24.11727004
18.986378,17.193501,16.484024,16.231342,16.104986,184.7834323,24.03399196
17.798832,16.862495,16.617157,16.516068,16.510849,184.7169014,24.48357038
18.977772,17.936743,17.490839,17.276253,17.222441,184.8301116,23.97185304
19.61883,18.849234,18.513103,18.373108,18.333326,184.8407477,24.03161621
18.073124,16.812048,16.34675,16.199848,16.08362,184.7542718,24.43229994
20.675014,19.736725,19.46191,19.348665,19.341635,184.7839945,24.00769255
20.877892,19.987774,19.662685,19.571684,19.557249,184.7968415,23.98094042
20.493111,19.430115,19.080193,18.863823,18.787373,184.8542791,24.13888857
20.624638,19.639988,19.31666,19.181421,19.16176,184.6360124,24.46361781
16.862814,15.747466,15.312011,15.150458,15.13119,184.5671275,24.55807467
19.375223,17.637363,16.887909,16.600393,16.494751,184.5767822,24.45957052
18.403008,17.142031,16.500704,16.217524,16.091364,184.5894088,24.41486785
20.46999,18.916533,18.22039,17.994055,17.923264,184.6625052,24.52445059
20.832077,19.067656,18.366598,18.083435,17.96241,184.5849954,24.39125056
20.390306,18.973783,18.369532,18.162216,18.087866,184.5886133,24.43445474
20.003605,18.862968,18.331879,18.136875,18.02702,184.6004524,24.55953659
17.61124,16.421434,15.973797,15.838837,15.782452,184.6044965,24.53922554
20.75172,19.024855,18.272518,18.503887,17.760679,184.6161544,24.4753165
17.827692,16.941093,16.656273,16.562307,16.539145,184.611481,24.41400252
19.898676,18.969263,18.547207,18.438681,18.387474,184.6316138,24.55676365
20.322096,17.687607,16.246279,15.514735,15.091459,184.6657111,24.54229611
20.635235,18.236801,17.172153,16.732414,16.474531,184.6672476,24.53509914
20.46949,19.487143,19.14216,19.02457,19.022236,184.6827379,24.53198526
18.497738,16.708708,15.999239,15.768515,15.633629,184.7967598,24.51816564
19.737696,18.50296,18.046223,17.864487,17.77743,184.8039101,24.49268113
19.925732,18.599953,18.093719,17.913548,17.829987,184.8227683,24.49990223
20.177736,19.236017,18.727859,18.529713,18.338358,184.8257037,24.43120291
20.803085,19.71822,19.337406,19.219038,19.139088,184.7767506,24.41691837
18.656094,17.492697,17.032183,16.879093,16.835247,184.8372296,24.56569922
17.95982,16.813633,16.432083,16.277388,16.24692,184.8380923,24.50481381
17.885588,16.668753,16.224705,16.049019,16.015659,184.8386266,24.52185493
20.793833,18.572643,17.663662,17.35957,17.071344,184.7669151,24.39387472
20.255693,18.671429,18.077873,17.902571,17.704491,184.7688697,24.41026285
20.632215,19.674793,19.333513,19.241299,19.138659,184.7691069,24.43948389
20.885309,19.42911,18.875389,18.69241,18.490883,184.8119406,24.41262537
20.589645,20.539125,20.276606,20.232374,20.11508,184.8128844,24.49244056
20.170748,19.203903,18.921505,18.808756,18.754929,184.8276596,24.49937055
20.581474,19.505024,19.070908,18.888634,18.814524,184.831913,24.51940533
20.940228,20.136034,19.787111,19.728828,19.613199,184.5736396,24.86710943
20.774899,18.971584,18.157896,17.915337,17.762907,184.5923035,24.79535074
20.366846,18.973898,18.395723,18.218596,18.110445,184.5935079,24.87459412
17.867399,16.724424,16.282621,16.136852,16.063599,184.7078997,24.92963385
17.252199,16.387785,16.116806,16.036104,16.015131,184.7242974,24.85917522
18.125772,16.775862,16.293974,16.163824,16.093384,184.7246973,24.88483202
18.832048,16.618807,15.689326,15.371943,15.148444,184.7413271,24.94027113
20.689941,18.14784,16.769985,16.101297,15.743188,184.6781039,24.87241893
20.25783,19.345413,19.08466,19.00038,19.0488,184.7078626,24.8160066
20.708572,20.663504,20.64946,20.33744,19.982553,184.7232148,24.91937712
20.92841,19.676825,19.113001,18.906448,18.749704,184.7544464,24.897128
20.503389,18.669155,17.958143,17.703487,17.527464,184.7717741,24.84333727
20.230318,19.192785,18.81859,18.707003,18.724085,184.6116931,24.85079045
18.850302,17.426987,16.905487,16.72711,16.625973,184.773793,24.92511976
19.099552,18.045528,17.702404,17.578917,17.518652,184.7794366,24.97656471
17.704227,16.732939,16.357664,16.243767,16.224174,184.7967132,24.79169235
17.985544,16.971415,16.604546,16.486654,16.450632,184.8260449,24.86185748
17.399561,16.51235,16.20413,16.118086,16.13377,184.8445685,24.7995774
19.575642,18.624542,18.230164,18.128727,18.120501,184.8488609,24.7975979
19.332108,18.364964,17.953943,17.796469,17.728281,184.8504978,24.99407994
19.105816,18.94709,18.860844,18.620888,18.681726,184.6254111,24.81767055
18.440807,16.368952,15.545814,15.244349,15.096253,184.6285296,24.96237367
18.009109,16.879318,16.464514,16.314461,16.281521,184.6341856,24.98328078
18.469963,17.316013,16.923384,16.758272,16.731918,184.6569468,24.88059189
19.618212,17.910318,17.224873,16.925562,16.760244,184.6643864,24.99637357
18.591108,17.305695,16.809937,16.625021,16.556459,184.6949098,24.86347578
16.836102,15.706303,15.327723,15.195843,15.146859,184.7067728,24.91206891
20.71032,19.671864,19.250099,19.00585,18.949978,184.7875538,24.99954129
20.700928,19.690199,19.249289,19.079567,18.953562,184.7765316,24.97024989
20.90835,20.073912,19.714485,19.614309,19.556791,184.7777018,24.95287566
20.807671,18.441801,17.201141,16.672293,16.396954,184.8169712,24.87953572
20.324854,18.862207,18.180395,17.914253,17.831511,184.8483947,24.86313889
19.923084,18.469746,17.897425,17.625662,17.515291,184.5668565,21.55990381
19.536665,18.260746,17.769846,17.562441,17.467621,184.5757352,21.55850222
17.746561,16.639248,16.271269,16.121681,16.074375,184.5942721,21.52715489
