u_mag,g_mag,r_mag,i_mag,z_mag
18.617,18.681,19.024,19.224,19.484
18.837,18.391,18.5,18.608,18.767
19.295,18.811,18.892,19.036,19.015
18.597,18.496,18.758,18.955,19.133
18.762,18.767,18.492,17.921,17.507
20.011,19.6,18.786,18.196,17.844
17.656,17.256,17.504,17.715,17.973
14.339,14.403,14.8,15.188,15.51
19.92,19.892,20.272,20.546,20.751
18.634,18.646,19.018,19.321,19.6
17.886,18.091,18.588,18.948,19.336
20.108,19.814,19.974,20.152,20.427
19.566,19.237,19.537,19.97,20.048
18.372,17.989,18.053,18.115,18.306
19.59,19.227,19.476,19.751,19.952
20.575,20.292,20.582,20.947,20.925
19.218,19.327,19.648,19.933,20.116
19.324,18.906,19.035,19.209,19.569
19.361,19.199,18.948,18.346,17.866
20.297,20.487,20.357,20.219,19.937
19.449,19.289,19.653,19.98,20.32
19.205,19.315,19.583,19.867,20.143
19.563,19.193,19.448,19.704,19.947
17.84,18.05,18.552,18.823,19.207
19.5,19.466,19.794,20.037,20.382
20.243,19.731,19.942,20.046,20.339
19.933,19.566,19.831,20.049,20.613
19.115,18.649,18.611,18.712,18.761
18.282,17.902,18.112,18.372,18.654
18.935,18.554,18.636,18.736,18.833
18.694,18.485,18.402,17.807,17.277
19.404,18.959,19.179,19.361,19.513
19.793,19.44,19.344,19.317,19.54
19.246,19.08,19.08,19.19,19.357
19.444,19.084,19.279,19.477,19.629
20.028,19.61,19.706,19.787,19.929
18.91,18.411,18.261,18.271,18.422
19.356,18.978,19.204,19.326,19.59
19.679,19.319,19.484,19.716,19.783
20.281,19.836,19.878,20.043,20.21
19.772,19.34,19.617,19.842,20.175
19.629,19.349,19.651,19.954,19.949
19.339,18.9,19.164,19.434,19.709
20.606,20.122,20.331,20.6,20.726
19.885,19.942,20.301,20.58,20.908
20.526,20.034,19.868,19.227,18.62
20.44,20.119,20.079,20.239,20.233
19.553,19.078,19.199,19.391,19.42
19.862,19.53,19.756,19.993,20.118
17.72,17.42,17.667,17.942,18.18
18.949,18.41,18.69,18.854,19.185
19.756,19.831,20.109,20.387,20.491
19.699,19.257,19.459,19.606,19.876
19.003,18.594,18.801,19.014,19.212
18.263,18.222,18.633,18.922,19.213
18.018,17.551,17.575,17.666,17.813
18.94,18.65,18.912,19.153,19.447
19.717,19.592,19.93,20.191,20.088
19.878,19.486,19.741,20.078,20.414
19.317,18.812,18.981,19.151,19.364
20.238,19.88,19.965,20.033,20.131
19.831,19.695,20.011,20.275,20.288
19.677,19.242,19.437,19.68,19.893
18.413,17.977,18.259,18.468,18.706
19.099,18.65,18.75,18.946,19.071
19.191,19.098,19.342,19.479,19.259
18.928,18.826,18.978,18.564,18.053
18.491,18.081,18.181,18.33,18.536
19.447,18.97,18.861,18.868,18.877
19.73,19.291,19.479,19.698,19.625
18.617,18.814,19.275,19.547,19.797
17.349,16.837,16.758,16.728,16.768
19.069,18.738,18.904,18.832,18.458
20.219,19.916,20.217,20.395,20.457
19.996,19.615,19.861,20.108,20.009
16.997,17.13,17.456,17.643,17.944
18.764,18.566,17.949,17.365,17.023
19.429,19.237,19.66,19.903,20.007
19.05,19.156,19.612,19.873,20.03
17.027,16.624,16.59,16.617,16.733
19.527,19.176,19.337,19.55,19.797
18.47,18.149,18.448,18.662,19.045
17.545,17.095,17.307,17.545,17.735
19.467,18.972,19.008,19.048,19.25
19.558,19.42,19.719,19.957,20.139
19.834,19.984,20.171,20.446,20.181
17.757,17.788,18.203,18.527,18.763
19.681,19.615,20.016,20.267,20.391
20.206,19.817,19.891,19.987,20.702
18.997,18.641,18.946,19.249,19.462
16.43,16.846,17.25,17.591,17.916
18.377,18.315,18.686,18.98,19.23
19.59,19.906,20.4,20.816,20.314
20.168,19.901,20.236,20.524,20.789
20.528,20.059,20.254,20.467,20.743
19.582,19.077,18.933,18.856,18.909
19.973,19.937,20.086,20.191,20.297
19.65,19.025,18.891,18.918,18.979
20.084,19.935,19.927,20.099,20.283
19.599,19.64,20.043,20.344,20.377
20.29,19.886,20.082,20.279,20.404
19.182,18.869,19.136,19.348,19.673
18.813,18.889,19.215,19.499,19.557
16.686,16.3,16.463,16.594,16.783
19.207,19.132,19.12,18.398,17.848
19.483,19.427,19.828,20.101,20.442
19.555,19.112,19.313,19.474,19.663
19.767,19.429,19.759,19.971,20.148
17.599,17.185,17.278,17.411,17.618
19.514,19.057,19.019,19.076,19.172
19.532,19.091,19.363,19.539,19.673
19.521,19.362,19.595,19.839,20.018
18.888,18.916,19.263,19.509,19.843
19.244,18.871,19.149,19.398,19.602
19.176,18.7,18.543,18.512,18.488
17.048,16.556,16.694,16.87,17.029
18.351,18.722,19.199,19.556,19.785
18.778,18.594,18.838,18.576,18.103
20.188,19.877,20.186,20.493,20.731
19.416,19.169,19.475,19.729,19.884
20.13,19.58,19.736,19.96,20.083
20.312,19.955,20.209,20.524,20.81
20.001,19.819,20.228,20.446,20.651
19.513,19.061,19.017,19.051,19.113
18.378,18.042,18.116,18.214,18.378
19.502,18.996,19.057,19.084,19.222
19.819,19.297,19.135,19.172,19.109
19.783,19.32,19.468,19.73,19.798
18.765,18.347,18.635,18.856,19.212
18.622,18.575,18.834,19.109,19.462
19.407,19.003,18.847,18.859,18.866
18.906,18.488,18.708,18.87,19.127
18.214,17.987,17.992,18.085,18.25
17.389,17.46,17.847,18.141,18.463
19.005,18.641,18.647,18.684,18.738
18.183,18.329,18.714,19.054,19.367
17.541,17.358,17.687,17.901,18.147
19.443,18.921,19.142,19.253,19.529
19.709,19.29,19.189,19.221,19.332
19.045,18.473,18.26,18.113,18.162
20.472,20.29,20.575,20.928,20.413
17.955,18.399,18.943,19.348,19.679
19.15,18.881,19.184,19.427,19.551
20.525,20.151,20.191,20.372,20.728
19.263,19.254,19.446,19.644,19.785
18.016,17.792,18.1,18.373,18.664
18.033,18.452,18.954,19.311,19.661
18.71,18.827,19.15,19.524,19.728
18.817,18.559,18.555,18.649,18.735
20.106,19.646,19.764,19.954,20.031
19.313,18.941,18.96,19.049,19.088
18.637,18.206,18.457,18.666,18.972
19.67,19.211,19.153,19.129,19.206
19.67,19.211,19.153,19.129,19.206
19.811,19.796,20.0,20.2,20.375
19.449,19.123,19.318,19.527,19.683
19.213,18.623,18.626,18.175,17.654
17.97,18.198,18.658,18.972,19.435
16.389,16.825,17.293,17.672,18.035
16.389,16.825,17.293,17.672,18.035
18.653,18.722,19.025,19.236,19.631
17.669,17.208,17.13,17.146,17.221
17.343,17.631,18.104,18.445,18.765
20.46,20.08,20.316,20.535,20.72
18.568,18.739,19.121,19.478,19.779
17.907,18.018,18.446,18.735,19.07
18.027,17.969,18.186,18.473,18.699
18.115,17.662,17.845,18.033,18.286
18.075,17.963,18.302,18.552,18.836
17.596,17.393,17.382,17.496,17.634
18.374,17.956,18.082,18.201,18.473
18.059,18.201,18.483,18.702,19.015
18.332,18.496,18.956,19.266,19.537
19.622,19.684,20.095,20.454,20.718
18.979,18.875,19.198,19.435,19.641
18.814,18.366,18.379,18.468,18.582
19.423,19.025,18.945,18.954,19.142
18.954,18.93,18.836,18.819,18.963
19.062,18.678,18.571,18.648,18.716
18.392,17.997,17.894,17.943,18.011
18.12,17.683,17.74,17.918,18.178
19.828,19.475,19.667,19.851,20.135
19.828,19.475,19.667,19.851,20.135
17.873,17.824,18.011,18.222,18.473
17.999,18.303,18.84,19.184,19.719
18.603,18.908,19.307,19.217,18.878
18.916,18.417,18.407,18.432,18.514
18.122,17.799,17.73,17.801,17.9
19.418,19.139,19.375,19.651,19.997
18.92,18.441,18.629,18.838,19.042
19.426,19.109,18.953,18.978,19.09
18.267,17.785,18.006,18.175,18.41
19.838,19.599,19.964,20.259,20.537
18.34,18.325,18.553,18.729,18.966
17.541,17.651,18.032,18.267,18.515
19.793,19.492,19.753,19.992,20.178
19.557,19.528,19.927,20.252,20.661
19.318,19.406,19.871,20.093,20.461
17.865,17.749,18.009,17.906,17.504
19.696,19.259,19.441,19.687,19.76
18.714,18.645,18.971,19.278,19.626
20.127,20.092,20.448,20.647,20.669
19.228,18.838,18.779,18.735,18.802
19.122,18.674,18.527,17.732,17.054
19.17,19.47,19.925,20.304,20.307
20.65,20.312,20.377,20.552,20.412
17.051,16.828,16.888,17.017,17.158
19.913,19.691,20.092,20.319,20.886
20.125,19.742,19.971,20.2,20.259
16.028,16.162,16.511,17.289,17.078
19.82,19.371,19.632,19.855,20.012
18.267,17.76,17.72,17.773,17.873
17.614,17.585,17.893,18.062,18.357
19.163,18.587,18.433,18.373,18.428
19.606,19.179,19.165,19.191,19.337
18.717,19.046,19.514,19.911,20.15
18.717,19.046,19.514,19.911,20.15
18.589,18.695,19.091,19.327,19.611
18.232,18.08,18.396,18.706,18.825
18.873,18.488,18.39,18.424,18.542
19.431,19.029,19.035,19.099,19.174
20.941,20.278,19.308,18.757,18.49
18.521,18.025,18.226,18.446,18.617
18.521,18.025,18.226,18.446,18.617
18.994,18.402,18.216,18.184,18.179
19.57,19.184,19.04,19.045,19.094
20.672,20.417,20.421,20.373,20.766
20.698,20.323,20.28,20.324,20.421
18.708,18.24,18.439,18.596,18.93
18.708,18.24,18.439,18.596,18.93
19.849,19.65,19.938,20.237,20.453
18.124,18.4,18.751,19.149,19.262
19.793,19.579,19.851,20.09,20.123
19.717,19.167,19.065,19.066,19.093
19.97,19.703,19.794,20.022,20.309
19.752,19.33,19.59,19.801,20.041
19.382,18.932,18.72,18.741,18.806
18.69,18.27,18.328,18.451,18.583
20.043,19.513,19.488,19.543,19.675
19.594,19.14,18.951,18.876,18.988
18.238,18.311,18.622,18.886,19.172
18.238,18.311,18.622,18.886,19.172
15.286,15.775,16.315,16.699,17.069
19.973,20.047,20.338,20.55,20.648
18.218,17.841,17.851,17.941,18.063
17.938,17.544,17.424,17.417,17.508
15.517,15.797,16.092,16.127,16.132
19.604,19.587,19.96,20.243,20.047
19.614,19.325,19.659,19.907,20.06
19.731,19.436,19.742,20.007,20.273
20.094,19.689,19.841,19.932,20.211
20.164,19.77,19.985,20.2,20.465
18.66,18.509,18.666,18.831,19.144
19.463,18.987,19.2,19.497,19.657
19.864,19.553,19.814,20.09,20.231
17.977,17.514,17.513,17.573,17.729
17.629,18.083,18.647,19.104,19.608
18.671,18.725,18.985,19.26,19.46
19.413,19.444,19.796,20.1,20.372
20.23,20.102,20.49,20.804,20.766
17.414,17.387,17.78,18.087,18.42
15.954,16.03,16.498,16.895,17.139
18.924,18.981,19.318,19.597,19.815
18.131,17.534,16.984,15.631,14.833
19.094,18.303,17.552,16.883,16.491
19.84,19.485,19.824,20.074,20.188
18.391,18.488,18.78,19.045,19.168
17.996,17.609,17.505,17.53,17.579
18.513,18.951,19.449,19.922,20.318
18.805,18.721,18.38,17.786,17.386
18.703,18.42,18.674,18.978,19.288
19.113,18.557,18.551,18.723,18.992
17.14,17.13,17.475,17.695,18.011
17.14,17.13,17.475,17.695,18.011
19.578,19.171,19.236,19.229,19.38
19.501,19.049,19.054,19.108,19.183
19.696,19.198,19.415,19.645,19.928
18.068,17.818,18.104,18.355,18.741
19.717,19.484,19.519,19.022,18.443
17.667,17.744,17.965,18.268,18.541
18.803,18.865,19.264,19.587,19.851
19.314,18.925,18.932,19.022,19.26
18.03,18.197,18.244,18.468,19.162
19.181,18.772,18.797,18.882,19.045
20.152,19.796,20.168,20.385,20.443
19.964,19.94,20.28,20.586,20.869
19.923,19.678,20.035,20.259,20.434
16.054,16.268,16.658,16.995,17.306
20.549,20.179,20.198,20.26,20.311
19.933,19.619,19.897,20.125,20.357
18.376,17.989,17.399,16.328,15.647
20.616,20.342,20.338,20.381,20.098
19.678,19.613,19.98,20.336,20.644
19.12,18.667,18.798,18.956,19.187
18.949,18.508,18.43,18.431,18.535
18.949,18.508,18.43,18.431,18.535
18.778,18.439,18.5,18.04,17.484
20.36,20.099,20.131,20.187,20.235
18.81,18.492,18.672,18.845,18.978
18.81,18.492,18.672,18.845,18.978
17.924,18.092,18.494,18.809,19.136
17.924,18.092,18.494,18.809,19.136
19.901,19.362,19.438,19.571,19.546
18.995,18.944,19.366,19.676,19.884
18.994,18.594,18.745,18.953,19.15
16.658,16.151,16.283,16.391,16.584
16.658,16.151,16.283,16.391,16.584
18.503,18.206,18.402,18.61,18.875
19.33,19.297,19.401,18.932,18.46
18.905,18.923,19.117,19.301,19.505
19.662,19.766,20.109,20.34,20.323
20.609,20.294,20.288,20.314,20.3
19.373,18.902,19.003,19.05,19.215
19.619,19.287,19.344,19.463,19.655
19.066,19.166,19.523,19.839,19.988
18.777,19.131,19.717,20.022,20.619
18.038,18.59,19.12,19.512,19.914
18.684,18.039,17.804,17.737,17.752
16.915,17.103,17.631,17.962,18.269
19.153,18.746,18.936,19.122,19.358
20.613,20.019,19.241,18.702,18.226
20.613,20.019,19.241,18.702,18.226
19.622,19.18,19.225,19.293,19.38
19.585,19.354,19.651,19.946,20.057
19.015,19.113,19.505,19.817,19.981
19.95,19.566,19.676,19.859,19.955
19.623,19.679,19.998,20.451,20.294
18.903,18.49,18.532,18.708,18.818
19.913,19.399,19.588,19.776,20.162
17.413,16.823,16.568,16.551,16.543
19.504,19.442,19.878,20.119,20.458
20.293,19.872,20.079,20.344,20.254
17.442,17.044,17.24,17.473,17.715
18.384,18.62,19.006,19.322,19.573
17.752,17.69,17.882,17.645,17.248
18.515,18.469,18.629,18.775,18.949
20.624,20.244,20.296,20.342,20.612
19.333,18.849,19.123,19.326,19.605
20.23,19.85,19.79,19.806,19.919
17.631,17.853,18.246,18.55,18.886
19.723,19.383,19.604,19.816,19.933
19.504,19.037,18.915,18.38,17.68
20.012,19.652,19.781,19.941,19.909
18.39,17.973,17.979,18.027,18.174
19.576,19.284,19.542,19.758,19.824
19.769,19.729,20.075,20.392,20.635
17.771,17.272,17.493,17.713,17.772
18.701,18.931,19.43,19.796,20.014
18.98,18.619,18.63,18.695,18.927
18.98,18.619,18.63,18.695,18.927
17.705,17.198,17.055,16.997,17.05
19.663,19.807,20.133,20.399,20.886
19.581,19.242,19.307,19.428,19.743
19.289,19.584,20.033,20.391,20.575
19.313,19.224,19.553,19.826,20.213
20.406,20.285,20.499,20.812,20.962
19.364,18.916,18.742,18.712,18.706
18.316,18.03,18.321,18.551,18.822
19.383,19.411,19.672,19.84,20.036
19.385,19.312,19.653,19.9,20.191
19.388,18.972,18.884,18.901,19.011
18.332,18.397,18.752,19.05,19.386
19.38,18.974,19.026,19.128,19.233
19.533,19.194,19.522,19.734,19.867
20.034,19.828,20.132,20.387,20.183
19.387,18.861,18.914,18.626,18.078
19.481,18.885,18.801,18.338,17.695
19.271,19.002,19.281,19.521,19.843
19.506,18.997,18.941,18.928,19.101
19.739,19.527,19.84,20.135,20.385
18.989,18.89,18.941,19.058,19.21
18.851,18.977,19.311,19.617,19.889
18.665,18.192,18.39,18.447,18.179
18.665,18.192,18.39,18.447,18.179
19.719,19.556,19.797,20.098,20.429
19.532,19.361,19.667,19.941,20.033
17.095,17.409,17.914,18.248,18.513
19.406,19.147,19.358,19.644,19.852
16.669,16.812,17.342,17.644,17.958
19.096,18.718,18.571,18.584,18.657
19.168,18.654,18.591,18.616,18.644
18.285,18.414,18.783,19.062,19.232
20.524,20.222,20.318,20.659,20.696
18.935,18.756,18.875,18.97,19.255
18.844,18.429,18.61,18.833,19.051
18.387,18.735,19.21,19.584,19.961
18.261,18.389,18.675,18.884,19.068
19.679,19.511,19.825,20.11,20.389
18.166,17.884,18.104,18.256,18.574
19.531,18.988,18.821,18.767,18.83
19.536,18.978,18.845,18.798,18.956
20.135,19.697,19.809,20.113,20.072
20.91,20.076,19.354,18.496,18.113
19.956,19.471,19.653,19.551,19.737
20.132,19.815,19.969,20.196,20.369
18.964,18.526,18.563,18.619,18.795
18.591,18.52,18.826,19.096,19.331
19.918,19.464,19.602,19.723,19.922
18.802,18.394,18.64,18.812,19.057
20.675,20.407,20.482,20.536,20.58
20.774,20.481,20.511,20.626,20.416
20.369,20.006,20.15,20.347,20.39
17.782,18.216,18.746,19.131,19.343
19.714,19.618,19.961,20.282,20.685
19.347,18.922,19.015,19.092,19.319
19.347,18.922,19.015,19.092,19.319
19.52,19.414,19.618,19.755,19.957
17.127,17.117,17.445,17.763,18.063
19.481,18.989,18.776,18.758,18.831
18.454,18.029,18.323,18.536,18.78
19.47,19.473,19.801,20.03,20.158
19.624,19.206,19.127,19.161,19.254
17.15,17.492,17.445,17.03,16.723
20.372,19.97,20.182,20.295,20.609
20.225,19.936,20.239,20.436,20.512
18.985,18.947,19.115,19.217,19.427
18.329,18.306,18.658,18.937,19.233
18.2,18.677,19.168,19.49,19.826
18.919,18.558,18.684,18.853,18.951
19.121,18.732,18.833,18.944,19.16
18.176,17.697,17.773,17.931,18.083
17.157,16.648,16.669,16.704,16.847
20.552,19.936,20.043,20.273,20.429
20.416,19.91,20.054,20.211,20.175
18.314,18.228,18.411,18.537,18.794
19.598,19.372,19.59,19.853,20.095
18.467,18.682,19.072,19.367,19.827
17.991,17.867,17.989,18.157,18.345
19.049,18.913,19.086,19.212,19.563
17.526,17.086,17.268,17.443,17.687
19.742,19.739,20.142,20.45,20.574
19.055,18.7,18.811,18.918,19.1
20.094,20.114,20.372,20.621,20.94
19.242,18.786,18.87,18.891,19.106
20.324,19.859,20.01,20.122,20.222
19.723,19.224,19.376,19.618,19.848
20.359,19.954,20.115,20.255,20.174
20.243,20.035,20.314,20.597,20.68
19.07,18.711,18.625,18.612,18.686
18.168,18.198,18.575,18.884,19.148
18.556,18.12,18.035,18.026,18.144
20.208,19.796,19.969,20.22,20.774
19.72,19.336,19.213,18.627,18.086
18.362,17.961,17.854,17.859,17.94
18.744,19.029,19.467,19.788,19.856
18.736,18.456,18.748,18.938,19.219
16.391,16.706,17.119,17.047,16.765
18.058,17.691,17.598,17.607,17.688
19.694,19.738,19.967,20.195,20.304
20.023,19.873,20.266,20.488,20.983
20.331,19.919,20.056,20.335,20.231
20.649,20.359,20.467,20.636,20.674
19.33,18.802,18.676,18.695,18.721
19.027,19.155,19.031,18.526,18.039
20.729,20.405,20.449,20.45,20.545
19.766,19.39,19.581,19.806,19.958
20.161,19.707,19.697,19.867,20.064
20.161,19.707,19.697,19.867,20.064
20.3,19.962,20.264,20.542,20.78
18.782,18.616,18.954,19.143,19.046
18.767,18.242,18.179,17.592,17.034
19.33,18.938,19.055,19.255,19.46
16.897,16.951,17.319,17.622,17.884
19.505,19.486,19.821,20.153,20.304
19.25,18.874,18.855,18.969,19.148
19.201,18.804,18.938,19.148,19.315
20.614,20.244,20.386,20.481,20.463
19.267,18.901,19.19,19.413,19.81
17.82,17.393,17.586,17.766,18.027
19.269,18.997,19.307,19.594,19.766
19.281,18.834,19.037,19.244,19.631
20.342,20.035,20.321,20.589,20.803
19.11,19.127,19.412,19.642,19.921
20.263,20.213,20.566,20.796,20.912
17.986,17.936,18.095,18.32,18.504
18.238,18.384,18.848,19.18,19.673
18.915,18.471,18.408,18.451,18.603
19.222,19.243,19.478,19.689,19.863
18.843,18.848,19.25,19.506,20.033
16.334,16.873,17.444,17.823,18.146
19.603,18.978,18.8,18.702,18.849
19.764,19.228,19.062,19.048,19.044
19.704,19.142,18.995,18.976,18.98
20.161,20.138,20.515,20.874,20.925
15.981,16.393,16.908,17.258,17.588
19.584,19.205,19.183,19.018,18.692
16.482,16.603,17.005,17.323,17.613
17.693,17.747,18.125,18.463,18.744
19.651,19.355,19.641,19.928,20.305
18.38,18.519,18.62,17.849,17.19
20.003,19.846,20.209,20.48,20.466
19.928,19.789,19.888,20.144,20.143
17.22,17.582,18.065,18.403,18.764
19.437,19.456,19.757,20.089,20.246
18.299,18.092,18.43,18.712,18.919
19.213,19.467,19.916,20.202,20.321
18.804,18.371,18.4,18.614,18.821
19.013,18.483,18.334,18.261,18.272
17.087,16.714,16.874,17.053,17.317
17.087,16.714,16.874,17.053,17.317
19.064,18.591,18.796,19.01,19.04
18.777,18.589,18.968,19.22,19.674
19.542,19.232,19.141,19.108,19.158
19.152,19.306,19.576,19.774,19.949
19.196,18.774,18.864,19.026,19.236
18.463,18.187,18.454,18.718,18.942
18.498,18.647,19.057,19.363,19.538
19.906,19.466,19.589,19.628,19.7
19.243,19.056,19.41,19.684,19.955
18.572,18.179,18.174,18.23,18.382
20.071,19.981,20.266,20.474,20.951
17.962,17.878,18.054,18.209,18.398
18.595,18.587,19.054,19.313,19.852
19.71,19.66,19.464,18.949,18.528
19.646,19.205,19.156,19.196,19.31
18.366,18.145,18.604,18.89,19.243
17.421,17.384,17.726,17.997,18.256
17.421,17.384,17.726,17.997,18.256
19.537,19.176,19.411,19.616,19.86
19.908,19.613,19.86,20.106,20.404
19.162,18.901,19.208,19.435,19.765
20.847,20.375,20.435,20.732,20.704
19.159,19.2,19.532,19.824,20.277
18.208,18.414,18.85,19.17,19.484
18.208,18.414,18.85,19.17,19.484
18.208,18.414,18.85,19.17,19.484
18.898,18.585,18.403,18.441,18.472
19.894,19.387,19.562,19.722,19.82
18.536,18.98,19.554,19.861,20.432
18.283,17.837,17.742,17.785,17.934
19.492,19.118,19.35,19.54,19.692
18.701,18.294,18.304,18.32,18.434
19.927,19.764,20.092,20.342,20.433
20.132,19.83,20.045,20.23,20.7
17.878,17.952,18.302,18.657,19.032
17.301,17.395,17.773,17.686,17.315
18.255,18.327,18.544,18.764,19.062
19.49,19.106,19.217,19.388,19.6
20.551,20.088,20.419,20.7,20.715
20.039,20.034,20.361,20.585,20.858
19.884,19.57,19.826,20.015,20.223
20.09,19.767,20.033,20.293,20.971
16.536,16.442,16.799,17.103,17.44
19.585,19.266,19.579,19.821,20.085
19.363,18.907,19.007,19.147,19.542
19.74,19.313,19.352,19.361,19.547
20.37,20.014,19.899,19.917,19.935
19.0,19.088,19.452,19.79,19.991
20.044,20.104,20.45,20.828,20.785
18.983,18.65,18.571,18.592,18.712
19.213,19.235,19.68,19.866,20.392
17.586,17.063,16.863,16.873,16.915
16.187,15.704,15.898,16.109,16.357
20.429,20.055,20.081,20.159,20.314
19.698,19.619,19.952,20.142,20.629
17.858,17.699,17.77,17.893,18.082
19.05,19.141,19.575,19.86,20.487
20.133,19.636,19.452,19.464,19.544
19.745,19.503,19.796,19.973,20.09
19.745,19.503,19.796,19.973,20.09
16.663,16.404,16.548,16.719,16.942
18.967,19.064,19.35,19.53,19.806
18.276,17.726,17.573,17.527,17.552
18.276,17.726,17.573,17.527,17.552
18.48,18.237,18.228,18.37,18.595
15.928,15.431,15.644,15.855,16.109
20.746,20.472,20.678,20.82,20.569
20.006,20.012,20.321,20.735,21.0
19.999,19.727,19.695,19.752,20.055
19.508,19.195,19.496,19.802,19.968
18.681,18.854,19.281,19.343,19.181
20.245,20.314,20.544,20.758,20.663
19.323,18.892,19.145,19.38,19.595
19.353,19.023,19.281,19.557,19.816
19.353,19.023,19.281,19.557,19.816
18.736,18.779,19.188,19.531,19.644
19.909,19.522,19.562,19.771,19.965
19.058,18.963,19.337,19.645,19.902
18.554,18.334,18.618,18.897,19.17
20.452,20.05,20.312,20.535,20.578
19.686,19.749,20.117,20.38,20.154
16.875,17.327,17.838,18.185,18.486
18.578,18.172,18.162,18.211,18.311
19.133,18.847,18.918,19.188,19.379
19.483,19.08,19.266,19.543,19.671
20.675,20.268,20.463,20.66,20.613
18.535,18.482,18.753,19.058,19.428
18.894,18.67,19.019,19.275,19.605
18.786,18.392,18.38,18.437,18.51
17.712,17.271,17.14,17.106,17.195
17.712,17.271,17.14,17.106,17.195
19.431,19.131,19.134,19.181,19.198
19.746,19.358,19.62,19.837,19.959
20.329,19.892,19.928,20.1,20.533
17.963,17.789,18.122,18.403,18.63
16.785,16.354,16.536,16.718,16.919
16.785,16.354,16.536,16.718,16.919
19.493,19.144,19.446,19.758,20.042
19.184,18.733,18.769,18.866,18.987
19.315,18.977,19.062,19.171,19.302
20.016,19.659,19.055,18.545,18.239
19.384,18.952,18.93,19.026,19.138
19.33,18.954,18.957,19.022,19.093
17.572,17.145,17.348,17.525,17.754
18.981,18.583,18.729,18.926,19.119
15.723,15.717,15.989,16.188,16.417
15.723,15.717,15.989,16.188,16.417
19.861,19.5,19.719,19.999,20.041
18.821,18.548,18.844,19.04,19.274
18.821,18.548,18.844,19.04,19.274
17.772,17.876,18.249,18.534,18.777
19.755,19.819,19.941,20.189,20.661
20.422,20.051,20.264,20.529,20.855
20.049,19.749,19.962,20.193,20.232
19.808,19.198,19.008,18.893,18.921
20.654,20.407,20.629,20.729,20.883
19.23,19.381,19.658,19.958,20.122
20.259,19.803,19.776,19.8,19.955
19.896,19.66,19.725,19.798,20.082
19.284,18.805,18.998,19.166,19.376
20.112,19.689,19.757,19.847,20.016
18.605,18.115,17.937,17.879,17.881
18.145,17.814,18.129,18.314,18.645
19.112,18.668,18.603,18.638,18.82
19.169,18.788,18.891,19.087,19.339
20.135,20.094,20.46,20.782,20.862
19.469,19.167,19.42,19.637,19.867
19.469,19.167,19.42,19.637,19.867
19.469,19.167,19.42,19.637,19.867
19.201,19.005,19.363,19.673,20.154
19.25,19.27,19.642,19.861,20.372
20.644,20.275,20.289,20.255,20.482
17.184,16.943,17.246,17.507,17.816
19.986,19.533,19.452,19.511,19.54
17.764,17.451,17.755,17.982,18.204
18.621,18.489,18.76,19.018,19.18
20.234,20.293,20.37,20.503,20.44
19.633,19.168,19.351,19.569,19.844
19.882,19.454,19.605,19.802,19.925
18.378,17.988,18.102,18.272,18.462
19.764,19.706,19.958,20.094,20.3
20.832,20.293,20.383,20.523,20.729
19.695,19.475,19.717,19.967,20.153
19.695,19.475,19.717,19.967,20.153
18.494,18.818,19.306,19.62,19.999
18.274,18.628,19.094,19.435,19.685
19.946,19.366,19.157,19.133,19.024
19.946,19.366,19.157,19.133,19.024
20.058,20.095,20.459,20.698,20.76
19.596,19.524,19.908,20.099,20.652
17.985,18.002,18.366,18.662,19.018
17.179,16.811,16.925,17.044,17.241
17.179,16.811,16.925,17.044,17.241
19.26,18.933,19.11,19.29,19.538
19.428,18.982,19.131,19.273,19.432
17.673,17.729,17.99,18.239,18.48
18.957,19.038,19.336,19.638,19.944
18.258,17.943,18.024,17.468,16.821
19.581,19.504,19.846,20.124,20.378
18.653,18.437,18.762,19.004,19.277
19.123,19.077,19.453,19.665,19.849
19.538,19.296,19.56,19.789,20.062
18.138,17.671,17.877,18.026,18.297
18.035,17.623,17.632,17.696,17.88
18.025,17.785,18.06,18.314,18.518
18.869,18.497,18.559,18.645,18.872
19.492,19.313,19.637,19.891,20.475
19.465,19.462,19.821,20.067,20.588
19.33,19.083,19.414,19.662,19.971
20.538,20.278,20.334,20.56,20.521
19.63,19.618,19.639,19.766,19.959
19.821,19.455,19.596,19.813,19.969
19.914,19.552,19.934,20.131,20.379
19.474,19.062,19.014,19.089,19.117
20.201,19.845,20.016,20.12,20.324
19.516,19.003,18.848,18.841,18.873
19.516,19.003,18.848,18.841,18.873
19.795,19.62,19.863,20.153,20.398
19.76,19.257,19.124,19.076,19.089
19.76,19.257,19.124,19.076,19.089
19.074,18.693,18.944,19.136,19.386
19.614,19.262,19.319,19.467,19.731
19.743,19.952,20.304,20.458,20.883
18.736,19.026,19.47,19.828,19.986
19.72,19.305,19.209,19.235,19.282
20.301,20.168,20.401,20.862,20.428
19.587,19.588,19.93,20.236,20.641
19.747,19.592,19.88,20.178,20.427
20.39,19.966,20.041,20.181,20.38
19.99,19.536,19.746,20.015,20.203
18.724,18.742,19.195,19.52,19.792
16.925,16.82,17.155,17.429,17.789
20.549,20.145,20.268,20.359,20.63
20.626,20.249,20.499,20.564,20.724
20.602,20.208,20.437,20.503,20.963
17.662,17.78,18.07,18.327,18.59
18.72,18.783,19.103,19.308,19.616
19.596,19.105,18.884,18.848,18.873
